PdDistrict,Date,IncidntNum
SOUTHERN,12/12/2016,70
BAYVIEW,08/13/2016,42
BAYVIEW,10/30/2016,40
BAYVIEW,04/01/2016,40
RICHMOND,05/23/2016,24
MISSION,07/04/2016,35
BAYVIEW,07/21/2016,48
INGLESIDE,12/06/2016,44
TARAVAL,03/05/2016,26
NORTHERN,04/23/2016,58
PARK,10/27/2016,18
PARK,12/18/2016,22
BAYVIEW,12/03/2016,40
SOUTHERN,07/05/2016,65
NORTHERN,02/08/2016,45
RICHMOND,12/09/2016,20
RICHMOND,05/13/2016,22
TARAVAL,10/18/2016,23
SOUTHERN,10/22/2016,70
MISSION,02/22/2016,45
RICHMOND,01/31/2016,20
SOUTHERN,09/21/2016,83
PARK,03/19/2016,17
TARAVAL,11/22/2016,41
TENDERLOIN,11/03/2016,20
NORTHERN,03/13/2016,59
MISSION,05/19/2016,62
BAYVIEW,03/19/2016,50
RICHMOND,09/20/2016,22
CENTRAL,08/31/2016,45
TENDERLOIN,09/07/2016,15
CENTRAL,03/24/2016,33
MISSION,04/15/2016,48
MISSION,09/18/2016,63
CENTRAL,09/12/2016,35
RICHMOND,11/20/2016,26
TENDERLOIN,02/01/2016,28
PARK,12/03/2016,22
NORTHERN,05/01/2016,78
RICHMOND,10/16/2016,34
TENDERLOIN,08/08/2016,27
CENTRAL,03/31/2016,50
TENDERLOIN,12/05/2016,21
SOUTHERN,10/03/2016,73
MISSION,05/25/2016,62
CENTRAL,08/26/2016,69
TARAVAL,06/01/2016,36
RICHMOND,08/20/2016,13
MISSION,04/11/2016,39
SOUTHERN,02/09/2016,79
TENDERLOIN,08/01/2016,35
INGLESIDE,01/20/2016,59
TENDERLOIN,07/24/2016,18
RICHMOND,09/09/2016,16
TARAVAL,07/14/2016,23
RICHMOND,04/03/2016,21
TARAVAL,04/09/2016,37
INGLESIDE,08/16/2016,31
SOUTHERN,05/22/2016,65
TENDERLOIN,02/11/2016,29
TENDERLOIN,03/29/2016,32
NORTHERN,01/28/2016,42
INGLESIDE,05/23/2016,34
SOUTHERN,04/15/2016,81
SOUTHERN,09/18/2016,89
BAYVIEW,01/28/2016,40
TARAVAL,10/14/2016,27
RICHMOND,12/06/2016,31
SOUTHERN,05/19/2016,94
CENTRAL,02/06/2016,60
CENTRAL,01/09/2016,50
TARAVAL,03/27/2016,30
INGLESIDE,08/15/2016,29
MISSION,07/05/2016,39
CENTRAL,02/16/2016,41
CENTRAL,06/25/2016,70
PARK,01/28/2016,28
RICHMOND,09/15/2016,28
MISSION,09/21/2016,44
MISSION,10/22/2016,71
SOUTHERN,02/22/2016,74
INGLESIDE,09/26/2016,33
CENTRAL,05/09/2016,24
PARK,02/08/2016,25
BAYVIEW,05/01/2016,47
TENDERLOIN,05/03/2016,35
INGLESIDE,03/15/2016,27
MISSION,05/22/2016,61
NORTHERN,03/19/2016,48
CENTRAL,08/19/2016,45
BAYVIEW,03/13/2016,33
RICHMOND,07/30/2016,28
TENDERLOIN,11/06/2016,24
TARAVAL,01/02/2016,29
MISSION,10/03/2016,77
SOUTHERN,05/25/2016,55
PARK,03/13/2016,16
INGLESIDE,07/29/2016,35
TARAVAL,12/02/2016,38
BAYVIEW,02/08/2016,54
CENTRAL,01/05/2016,44
SOUTHERN,04/11/2016,82
MISSION,02/09/2016,35
PARK,05/01/2016,19
NORTHERN,12/03/2016,51
RICHMOND,04/02/2016,28
TARAVAL,02/04/2016,75
CENTRAL,09/13/2016,55
INGLESIDE,07/23/2016,14
RICHMOND,08/16/2016,19
BAYVIEW,04/23/2016,28
PARK,06/07/2016,32
NORTHERN,07/21/2016,46
NORTHERN,04/01/2016,70
NORTHERN,08/13/2016,56
NORTHERN,10/30/2016,61
TENDERLOIN,03/04/2016,24
SOUTHERN,04/17/2016,82
TENDERLOIN,11/08/2016,27
INGLESIDE,09/09/2016,40
TENDERLOIN,08/04/2016,26
TENDERLOIN,06/08/2016,30
PARK,10/07/2016,31
INGLESIDE,04/03/2016,33
INGLESIDE,08/20/2016,20
SOUTHERN,10/05/2016,84
TARAVAL,08/24/2016,49
BAYVIEW,10/07/2016,38
MISSION,09/27/2016,71
TARAVAL,03/23/2016,23
RICHMOND,01/20/2016,28
NORTHERN,12/01/2016,115
NORTHERN,12/22/2016,61
NORTHERN,12/18/2016,53
CENTRAL,11/17/2016,51
PARK,04/23/2016,29
NORTHERN,10/27/2016,56
BAYVIEW,06/07/2016,50
TARAVAL,01/04/2016,25
TENDERLOIN,02/13/2016,29
MISSION,11/30/2016,51
CENTRAL,08/21/2016,57
INGLESIDE,11/20/2016,25
INGLESIDE,10/16/2016,22
NORTHERN,04/13/2016,55
MISSION,12/12/2016,65
PARK,12/08/2016,15
TENDERLOIN,05/17/2016,29
INGLESIDE,09/20/2016,30
TENDERLOIN,07/06/2016,28
PARK,11/18/2016,27
TARAVAL,10/31/2016,34
PARK,09/03/2016,18
TARAVAL,02/20/2016,32
TARAVAL,08/11/2016,26
SOUTHERN,07/04/2016,47
CENTRAL,12/17/2016,50
NORTHERN,05/27/2016,72
INGLESIDE,01/31/2016,31
BAYVIEW,11/18/2016,45
BAYVIEW,09/03/2016,35
NORTHERN,02/27/2016,48
SOUTHERN,11/07/2016,54
CENTRAL,10/24/2016,55
BAYVIEW,12/08/2016,45
CENTRAL,06/17/2016,49
INGLESIDE,05/13/2016,26
NORTHERN,07/09/2016,44
INGLESIDE,12/09/2016,29
TARAVAL,11/16/2016,44
